iso_code,continent,location,date,population,total_boosters
DZA,Africa,Algeria,2021-11-21,44903228,13167
DZA,Africa,Algeria,2021-11-25,44903228,20340
DZA,Africa,Algeria,2021-11-29,44903228,25381
DZA,Africa,Algeria,2022-02-17,44903228,373991
DZA,Africa,Algeria,2022-02-24,44903228,428324
DZA,Africa,Algeria,2022-03-04,44903228,436274
DZA,Africa,Algeria,2022-03-09,44903228,490676
DZA,Africa,Algeria,2022-04-24,44903228,514063
DZA,Africa,Algeria,2022-05-01,44903228,514063
DZA,Africa,Algeria,2022-05-29,44903228,514063
DZA,Africa,Algeria,2022-09-04,44903228,575651
AGO,Africa,Angola,2022-02-17,35588996,138204
AGO,Africa,Angola,2022-03-04,35588996,227810
AGO,Africa,Angola,2022-03-10,35588996,258168
AGO,Africa,Angola,2022-03-24,35588996,296060
AGO,Africa,Angola,2022-03-25,35588996,306560
AGO,Africa,Angola,2022-04-01,35588996,333230
AGO,Africa,Angola,2022-04-26,35588996,369899
AGO,Africa,Angola,2022-05-22,35588996,431381
AGO,Africa,Angola,2022-05-29,35588996,444914
AGO,Africa,Angola,2022-06-05,35588996,512820
AGO,Africa,Angola,2022-06-26,35588996,737233
AGO,Africa,Angola,2022-07-03,35588996,808939
AGO,Africa,Angola,2022-07-17,35588996,906537
AGO,Africa,Angola,2022-07-24,35588996,944797
AGO,Africa,Angola,2022-08-07,35588996,1027838
AGO,Africa,Angola,2022-08-14,35588996,1066507
AGO,Africa,Angola,2022-08-28,35588996,1115824
AGO,Africa,Angola,2022-10-02,35588996,1127156
AGO,Africa,Angola,2022-10-09,35588996,1127156
AGO,Africa,Angola,2022-10-16,35588996,1127156
AGO,Africa,Angola,2022-10-23,35588996,1127156
AGO,Africa,Angola,2022-10-30,35588996,1127156
AGO,Africa,Angola,2022-11-13,35588996,1127156
AGO,Africa,Angola,2022-11-20,35588996,1127156
AGO,Africa,Angola,2022-11-27,35588996,1127156
AGO,Africa,Angola,2022-12-04,35588996,1368465
AGO,Africa,Angola,2022-12-18,35588996,1457126
AGO,Africa,Angola,2023-01-01,35588996,1526098
AGO,Africa,Angola,2023-02-19,35588996,1620863
AGO,Africa,Angola,2023-02-26,35588996,1736921
AGO,Africa,Angola,2023-03-05,35588996,1736921
AGO,Africa,Angola,2023-03-12,35588996,1806476
AGO,Africa,Angola,2023-03-19,35588996,1842388
AGO,Africa,Angola,2023-03-26,35588996,1863724
AGO,Africa,Angola,2023-04-02,35588996,1891619
AGO,Africa,Angola,2023-04-09,35588996,1918963
AGO,Africa,Angola,2023-04-16,35588996,1945965
AGO,Africa,Angola,2023-04-23,35588996,1974757
AGO,Africa,Angola,2023-04-30,35588996,2003851
AGO,Africa,Angola,2023-05-07,35588996,2026768
AGO,Africa,Angola,2023-05-21,35588996,2026768
AGO,Africa,Angola,2023-06-18,35588996,2220003
AGO,Africa,Angola,2023-07-23,35588996,2437087
AGO,Africa,Angola,2023-08-20,35588996,2624931
AGO,Africa,Angola,2023-09-17,35588996,2816195
AGO,Africa,Angola,2023-10-22,35588996,2985931
AGO,Africa,Angola,2023-11-19,35588996,3014421
AGO,Africa,Angola,2023-12-31,35588996,3067091
BWA,Africa,Botswana,2022-02-17,2630300,86486
BWA,Africa,Botswana,2022-02-24,2630300,114303
BWA,Africa,Botswana,2022-03-04,2630300,158470
BWA,Africa,Botswana,2022-03-17,2630300,215239
BWA,Africa,Botswana,2022-03-21,2630300,243897
BWA,Africa,Botswana,2022-05-01,2630300,311490
BWA,Africa,Botswana,2022-05-22,2630300,311490
BWA,Africa,Botswana,2022-05-29,2630300,366735
BWA,Africa,Botswana,2022-06-05,2630300,373727
BWA,Africa,Botswana,2022-06-19,2630300,391031
BWA,Africa,Botswana,2022-07-17,2630300,405491
BWA,Africa,Botswana,2022-08-07,2630300,420133
BWA,Africa,Botswana,2022-09-04,2630300,420133
BWA,Africa,Botswana,2022-10-02,2630300,466951
BWA,Africa,Botswana,2022-11-13,2630300,498312
BWA,Africa,Botswana,2022-11-20,2630300,498312
BWA,Africa,Botswana,2022-11-27,2630300,499063
BWA,Africa,Botswana,2022-12-04,2630300,499233
BWA,Africa,Botswana,2022-12-18,2630300,499421
BWA,Africa,Botswana,2023-01-01,2630300,502795
BWA,Africa,Botswana,2023-02-05,2630300,503276
BWA,Africa,Botswana,2023-02-19,2630300,503402
BWA,Africa,Botswana,2023-03-05,2630300,505023
BWA,Africa,Botswana,2023-03-12,2630300,505088
BWA,Africa,Botswana,2023-03-19,2630300,505201
BWA,Africa,Botswana,2023-03-26,2630300,506196
BWA,Africa,Botswana,2023-04-09,2630300,506383
BWA,Africa,Botswana,2023-04-30,2630300,507189
BWA,Africa,Botswana,2023-05-07,2630300,507654
BWA,Africa,Botswana,2023-12-31,2630300,510809
BFA,Africa,"Burkina Faso",2023-07-23,22673764,4056
BDI,Africa,Burundi,2022-06-19,12889583,3
BDI,Africa,Burundi,2022-06-26,12889583,5
BDI,Africa,Burundi,2022-07-10,12889583,8
BDI,Africa,Burundi,2022-07-17,12889583,10
BDI,Africa,Burundi,2022-07-24,12889583,11
BDI,Africa,Burundi,2022-08-07,12889583,12
BDI,Africa,Burundi,2022-08-14,12889583,12
BDI,Africa,Burundi,2022-08-21,12889583,13
BDI,Africa,Burundi,2022-08-28,12889583,17
BDI,Africa,Burundi,2022-09-04,12889583,17
BDI,Africa,Burundi,2022-09-11,12889583,40
BDI,Africa,Burundi,2022-10-02,12889583,43
BDI,Africa,Burundi,2022-10-09,12889583,47
BDI,Africa,Burundi,2022-10-16,12889583,49
BDI,Africa,Burundi,2022-10-23,12889583,49
BDI,Africa,Burundi,2022-10-30,12889583,53
BDI,Africa,Burundi,2022-11-06,12889583,54
BDI,Africa,Burundi,2022-11-20,12889583,54
BDI,Africa,Burundi,2022-11-27,12889583,54
BDI,Africa,Burundi,2022-12-04,12889583,283
BDI,Africa,Burundi,2022-12-18,12889583,283
BDI,Africa,Burundi,2023-01-01,12889583,285
BDI,Africa,Burundi,2023-01-15,12889583,287
BDI,Africa,Burundi,2023-02-05,12889583,291
BDI,Africa,Burundi,2023-02-12,12889583,291
BDI,Africa,Burundi,2023-02-26,12889583,293
BDI,Africa,Burundi,2023-03-05,12889583,293
BDI,Africa,Burundi,2023-03-19,12889583,297
BDI,Africa,Burundi,2023-04-02,12889583,301
BDI,Africa,Burundi,2023-04-16,12889583,305
BDI,Africa,Burundi,2023-04-23,12889583,308
BDI,Africa,Burundi,2023-05-07,12889583,308
BDI,Africa,Burundi,2023-05-14,12889583,314
BDI,Africa,Burundi,2023-06-11,12889583,314
BDI,Africa,Burundi,2023-07-23,12889583,314
BDI,Africa,Burundi,2023-08-20,12889583,314
BDI,Africa,Burundi,2023-08-27,12889583,314
BDI,Africa,Burundi,2023-11-05,12889583,314
BDI,Africa,Burundi,2023-12-31,12889583,314
CMR,Africa,Cameroon,2022-03-21,27914542,29565
CMR,Africa,Cameroon,2022-04-04,27914542,50951
CMR,Africa,Cameroon,2022-04-26,27914542,52011
CMR,Africa,Cameroon,2022-05-22,27914542,52011
CMR,Africa,Cameroon,2022-06-05,27914542,52011
CMR,Africa,Cameroon,2022-06-19,27914542,52011
CMR,Africa,Cameroon,2022-07-10,27914542,52011
CMR,Africa,Cameroon,2022-07-24,27914542,52011
CMR,Africa,Cameroon,2022-10-02,27914542,61125
CMR,Africa,Cameroon,2022-10-09,27914542,61387
CMR,Africa,Cameroon,2022-10-23,27914542,65092
CMR,Africa,Cameroon,2022-10-30,27914542,65518
CMR,Africa,Cameroon,2022-11-20,27914542,68320
CMR,Africa,Cameroon,2022-11-27,27914542,377507
CMR,Africa,Cameroon,2022-12-04,27914542,389490
CMR,Africa,Cameroon,2022-12-18,27914542,451810
CMR,Africa,Cameroon,2022-12-25,27914542,454680
CMR,Africa,Cameroon,2023-01-15,27914542,484663
CMR,Africa,Cameroon,2023-02-05,27914542,485444
CMR,Africa,Cameroon,2023-02-19,27914542,537652
CMR,Africa,Cameroon,2023-02-26,27914542,537928
CMR,Africa,Cameroon,2023-03-12,27914542,538668
CMR,Africa,Cameroon,2023-04-02,27914542,623872
CMR,Africa,Cameroon,2023-04-16,27914542,759980
CMR,Africa,Cameroon,2023-05-07,27914542,765051
CMR,Africa,Cameroon,2023-06-11,27914542,775293
CMR,Africa,Cameroon,2023-07-23,27914542,776588
CMR,Africa,Cameroon,2023-08-06,27914542,777629
CMR,Africa,Cameroon,2023-09-17,27914542,792556
CMR,Africa,Cameroon,2023-10-15,27914542,803560
CPV,Africa,"Cape Verde",2022-05-15,593162,36
CPV,Africa,"Cape Verde",2022-05-22,593162,142
CPV,Africa,"Cape Verde",2022-06-19,593162,183
CPV,Africa,"Cape Verde",2022-07-10,593162,234
CPV,Africa,"Cape Verde",2022-07-24,593162,291
CPV,Africa,"Cape Verde",2022-08-07,593162,409
CPV,Africa,"Cape Verde",2022-08-28,593162,493
CPV,Africa,"Cape Verde",2022-09-04,593162,578
CPV,Africa,"Cape Verde",2022-09-25,593162,749
CAF,Africa,"Central African Republic",2022-07-24,5579148,12108
CAF,Africa,"Central African Republic",2022-08-14,5579148,40054
CAF,Africa,"Central African Republic",2022-08-28,5579148,63651
CAF,Africa,"Central African Republic",2022-09-04,5579148,87947
CAF,Africa,"Central African Republic",2022-09-11,5579148,156594
CAF,Africa,"Central African Republic",2022-09-25,5579148,214090
CAF,Africa,"Central African Republic",2022-10-16,5579148,214090
CAF,Africa,"Central African Republic",2022-10-23,5579148,214090
CAF,Africa,"Central African Republic",2022-11-06,5579148,214090
CAF,Africa,"Central African Republic",2022-11-13,5579148,214090
CAF,Africa,"Central African Republic",2022-11-20,5579148,214090
CAF,Africa,"Central African Republic",2022-11-27,5579148,214090
CAF,Africa,"Central African Republic",2022-12-04,5579148,214090
CAF,Africa,"Central African Republic",2022-12-18,5579148,214090
CAF,Africa,"Central African Republic",2023-01-08,5579148,214090
CAF,Africa,"Central African Republic",2023-01-15,5579148,214090
CAF,Africa,"Central African Republic",2023-01-22,5579148,214090
CAF,Africa,"Central African Republic",2023-03-05,5579148,226816
CAF,Africa,"Central African Republic",2023-03-26,5579148,226816
CAF,Africa,"Central African Republic",2023-04-30,5579148,226816
CAF,Africa,"Central African Republic",2023-05-21,5579148,226816
CAF,Africa,"Central African Republic",2023-06-18,5579148,366221
CAF,Africa,"Central African Republic",2023-07-16,5579148,366221
CAF,Africa,"Central African Republic",2023-09-03,5579148,366221
TCD,Africa,Chad,2023-01-15,17723312,1935632
TCD,Africa,Chad,2023-02-05,17723312,1939610
TCD,Africa,Chad,2023-02-19,17723312,1941942
TCD,Africa,Chad,2023-02-26,17723312,1942881
TCD,Africa,Chad,2023-03-05,17723312,1945133
TCD,Africa,Chad,2023-03-19,17723312,4042573
TCD,Africa,Chad,2023-04-02,17723312,4042573
TCD,Africa,Chad,2023-05-14,17723312,4042573
TCD,Africa,Chad,2023-06-11,17723312,4042573
TCD,Africa,Chad,2023-07-16,17723312,4042573
TCD,Africa,Chad,2023-08-13,17723312,4042573
TCD,Africa,Chad,2023-09-10,17723312,4042573
TCD,Africa,Chad,2023-11-19,17723312,4042573
TCD,Africa,Chad,2023-12-31,17723312,4042573
CIV,Africa,"Cote d'Ivoire",2022-04-10,28160548,47547
CIV,Africa,"Cote d'Ivoire",2022-04-26,28160548,87290
CIV,Africa,"Cote d'Ivoire",2022-05-22,28160548,87290
CIV,Africa,"Cote d'Ivoire",2022-05-29,28160548,87290
CIV,Africa,"Cote d'Ivoire",2022-06-05,28160548,87290
CIV,Africa,"Cote d'Ivoire",2022-07-03,28160548,388079
CIV,Africa,"Cote d'Ivoire",2022-08-07,28160548,1085450
CIV,Africa,"Cote d'Ivoire",2022-08-21,28160548,1243021
CIV,Africa,"Cote d'Ivoire",2022-09-04,28160548,1243021
CIV,Africa,"Cote d'Ivoire",2022-09-18,28160548,1243021
CIV,Africa,"Cote d'Ivoire",2022-10-23,28160548,1243021
CIV,Africa,"Cote d'Ivoire",2022-11-20,28160548,2031641
CIV,Africa,"Cote d'Ivoire",2022-12-18,28160548,2031641
CIV,Africa,"Cote d'Ivoire",2023-01-15,28160548,2554059
CIV,Africa,"Cote d'Ivoire",2023-01-22,28160548,2577309
CIV,Africa,"Cote d'Ivoire",2023-02-19,28160548,3138712
EGY,Africa,Egypt,2022-02-17,110990096,811171
EGY,Africa,Egypt,2022-02-24,110990096,985931
EGY,Africa,Egypt,2022-03-04,110990096,1104196
EGY,Africa,Egypt,2022-03-10,110990096,1393678
EGY,Africa,Egypt,2022-03-17,110990096,1462500
EGY,Africa,Egypt,2022-03-20,110990096,1779114
EGY,Africa,Egypt,2022-03-27,110990096,1982127
EGY,Africa,Egypt,2022-04-12,110990096,2198058
EGY,Africa,Egypt,2022-04-23,110990096,2450111
EGY,Africa,Egypt,2022-04-30,110990096,2626381
EGY,Africa,Egypt,2022-05-04,110990096,2664594
EGY,Africa,Egypt,2022-05-08,110990096,2754574
EGY,Africa,Egypt,2022-05-14,110990096,2919795
EGY,Africa,Egypt,2022-05-15,110990096,2947183
EGY,Africa,Egypt,2022-06-05,110990096,2947183
EGY,Africa,Egypt,2022-06-14,110990096,4410293
EGY,Africa,Egypt,2022-06-20,110990096,4798479
EGY,Africa,Egypt,2022-06-27,110990096,5217106
EGY,Africa,Egypt,2022-06-29,110990096,5584684
EGY,Africa,Egypt,2022-07-05,110990096,5883774
EGY,Africa,Egypt,2022-07-16,110990096,6183619
EGY,Africa,Egypt,2022-07-19,110990096,6710741
EGY,Africa,Egypt,2022-07-27,110990096,7135881
EGY,Africa,Egypt,2022-08-07,110990096,7559210
EGY,Africa,Egypt,2022-08-15,110990096,7758648
EGY,Africa,Egypt,2022-08-21,110990096,7981031
EGY,Africa,Egypt,2022-08-30,110990096,8220764
EGY,Africa,Egypt,2022-09-04,110990096,8346430
EGY,Africa,Egypt,2022-09-11,110990096,8455487
EGY,Africa,Egypt,2022-09-25,110990096,8665916
EGY,Africa,Egypt,2022-09-29,110990096,8906072
EGY,Africa,Egypt,2022-10-23,110990096,9467053
EGY,Africa,Egypt,2022-10-30,110990096,9564972
EGY,Africa,Egypt,2022-11-06,110990096,9630728
EGY,Africa,Egypt,2022-11-14,110990096,9686999
EGY,Africa,Egypt,2022-11-27,110990096,9784616
EGY,Africa,Egypt,2022-12-04,110990096,9828033
EGY,Africa,Egypt,2022-12-18,110990096,9915716
EGY,Africa,Egypt,2023-01-03,110990096,9962080
EGY,Africa,Egypt,2023-01-15,110990096,10041797
EGY,Africa,Egypt,2023-01-22,110990096,10129368
EGY,Africa,Egypt,2023-01-29,110990096,10164581
EGY,Africa,Egypt,2023-01-31,110990096,10576946
EGY,Africa,Egypt,2023-02-19,110990096,11974768
EGY,Africa,Egypt,2023-02-26,110990096,12482313
EGY,Africa,Egypt,2023-03-19,110990096,13906497
EGY,Africa,Egypt,2023-03-26,110990096,14329415
EGY,Africa,Egypt,2023-04-02,110990096,14523894
EGY,Africa,Egypt,2023-04-09,110990096,14751763
EGY,Africa,Egypt,2023-04-25,110990096,15063017
EGY,Africa,Egypt,2023-05-21,110990096,15217352
GNQ,Africa,"Equatorial Guinea",2022-05-29,1674916,3044
GNQ,Africa,"Equatorial Guinea",2022-06-05,1674916,3862
GNQ,Africa,"Equatorial Guinea",2022-06-19,1674916,3862
GNQ,Africa,"Equatorial Guinea",2022-06-26,1674916,4420
GNQ,Africa,"Equatorial Guinea",2022-07-24,1674916,4597
SWZ,Africa,Eswatini,2022-03-20,1201680,66331
SWZ,Africa,Eswatini,2022-05-29,1201680,66331
SWZ,Africa,Eswatini,2022-07-03,1201680,66331
SWZ,Africa,Eswatini,2022-07-24,1201680,66331
SWZ,Africa,Eswatini,2022-08-07,1201680,66331
SWZ,Africa,Eswatini,2022-08-21,1201680,66331
SWZ,Africa,Eswatini,2022-09-04,1201680,147157
SWZ,Africa,Eswatini,2022-09-25,1201680,147518
SWZ,Africa,Eswatini,2022-12-11,1201680,147518
SWZ,Africa,Eswatini,2023-01-15,1201680,158034
SWZ,Africa,Eswatini,2023-02-05,1201680,158034
SWZ,Africa,Eswatini,2023-02-12,1201680,163344
SWZ,Africa,Eswatini,2023-02-26,1201680,164902
SWZ,Africa,Eswatini,2023-03-05,1201680,164902
SWZ,Africa,Eswatini,2023-03-12,1201680,164902
SWZ,Africa,Eswatini,2023-03-19,1201680,167624
SWZ,Africa,Eswatini,2023-03-26,1201680,168276
SWZ,Africa,Eswatini,2023-04-09,1201680,170071
SWZ,Africa,Eswatini,2023-04-16,1201680,170356
SWZ,Africa,Eswatini,2023-04-23,1201680,171480
SWZ,Africa,Eswatini,2023-04-30,1201680,171927
SWZ,Africa,Eswatini,2023-05-07,1201680,172398
SWZ,Africa,Eswatini,2023-05-21,1201680,177344
SWZ,Africa,Eswatini,2023-06-04,1201680,179450
ETH,Africa,Ethiopia,2022-03-27,123379928,343954
ETH,Africa,Ethiopia,2022-04-10,123379928,346273
ETH,Africa,Ethiopia,2022-04-26,123379928,346411
ETH,Africa,Ethiopia,2022-05-01,123379928,346411
ETH,Africa,Ethiopia,2022-06-05,123379928,346411
ETH,Africa,Ethiopia,2022-06-19,123379928,562630
ETH,Africa,Ethiopia,2022-06-26,123379928,1836576
ETH,Africa,Ethiopia,2022-07-31,123379928,2421781
ETH,Africa,Ethiopia,2023-01-22,123379928,2679887
ETH,Africa,Ethiopia,2023-03-26,123379928,2820674
ETH,Africa,Ethiopia,2023-05-07,123379928,2855358
ETH,Africa,Ethiopia,2023-05-28,123379928,5978070
GAB,Africa,Gabon,2022-03-04,2388997,841
GAB,Africa,Gabon,2022-03-10,2388997,1076
GAB,Africa,Gabon,2022-03-31,2388997,1397
GAB,Africa,Gabon,2022-04-26,2388997,2012
GAB,Africa,Gabon,2022-05-01,2388997,2126
GAB,Africa,Gabon,2022-05-22,2388997,2134
GAB,Africa,Gabon,2022-05-29,2388997,2249
GAB,Africa,Gabon,2022-06-05,2388997,2309
GAB,Africa,Gabon,2022-06-19,2388997,2363
GAB,Africa,Gabon,2022-06-26,2388997,2381
GAB,Africa,Gabon,2022-07-10,2388997,2476
GAB,Africa,Gabon,2022-08-14,2388997,2537
GAB,Africa,Gabon,2022-09-18,2388997,2581
GAB,Africa,Gabon,2022-10-30,2388997,2586
GAB,Africa,Gabon,2022-11-27,2388997,2589
GAB,Africa,Gabon,2023-02-05,2388997,2592
GMB,Africa,Gambia,2022-05-15,2705995,3573
GMB,Africa,Gambia,2022-05-22,2705995,9007
GMB,Africa,Gambia,2022-06-19,2705995,9007
GMB,Africa,Gambia,2022-08-07,2705995,9007
GMB,Africa,Gambia,2022-11-06,2705995,31118
GMB,Africa,Gambia,2023-01-22,2705995,31322
GMB,Africa,Gambia,2023-02-26,2705995,31719
GMB,Africa,Gambia,2023-03-12,2705995,51739
GMB,Africa,Gambia,2023-03-19,2705995,53741
GHA,Africa,Ghana,2022-02-17,33475870,100169
GHA,Africa,Ghana,2022-03-20,33475870,119019
GHA,Africa,Ghana,2022-03-29,33475870,158605
GHA,Africa,Ghana,2022-03-31,33475870,158605
GHA,Africa,Ghana,2022-04-26,33475870,230419
GHA,Africa,Ghana,2022-05-01,33475870,360201
GHA,Africa,Ghana,2022-05-08,33475870,438799
GHA,Africa,Ghana,2022-05-15,33475870,483337
GHA,Africa,Ghana,2022-05-22,33475870,537380
GHA,Africa,Ghana,2022-05-29,33475870,570557
GHA,Africa,Ghana,2022-06-19,33475870,1006920
GHA,Africa,Ghana,2022-06-26,33475870,1006920
GHA,Africa,Ghana,2022-07-10,33475870,1318780
GHA,Africa,Ghana,2022-07-17,33475870,1479643
GHA,Africa,Ghana,2022-07-24,33475870,1522013
GHA,Africa,Ghana,2022-07-31,33475870,1581895
GHA,Africa,Ghana,2022-08-21,33475870,1668363
GHA,Africa,Ghana,2022-08-28,33475870,1753748
GHA,Africa,Ghana,2022-09-04,33475870,1780905
GHA,Africa,Ghana,2022-09-11,33475870,1875293
GHA,Africa,Ghana,2022-10-02,33475870,2042654
GHA,Africa,Ghana,2022-10-09,33475870,2236453
GHA,Africa,Ghana,2022-10-30,33475870,2329799
GHA,Africa,Ghana,2022-11-13,33475870,2515191
GHA,Africa,Ghana,2022-11-27,33475870,2544214
GHA,Africa,Ghana,2022-12-11,33475870,2744852
GHA,Africa,Ghana,2023-01-15,33475870,3102301
GHA,Africa,Ghana,2023-03-12,33475870,3972718
GHA,Africa,Ghana,2023-03-26,33475870,4062970
GHA,Africa,Ghana,2023-07-02,33475870,4806017
GIN,Africa,Guinea,2022-06-26,13859349,273
GIN,Africa,Guinea,2022-07-10,13859349,1458
GIN,Africa,Guinea,2022-07-17,13859349,1501
GIN,Africa,Guinea,2022-08-07,13859349,31706
GIN,Africa,Guinea,2022-08-14,13859349,52099
GIN,Africa,Guinea,2022-08-21,13859349,76220
GIN,Africa,Guinea,2022-08-28,13859349,92647
GIN,Africa,Guinea,2022-09-04,13859349,168273
GIN,Africa,Guinea,2022-09-11,13859349,181954
GIN,Africa,Guinea,2022-10-02,13859349,193723
GIN,Africa,Guinea,2022-10-16,13859349,198096
GIN,Africa,Guinea,2022-10-23,13859349,199848
GIN,Africa,Guinea,2022-11-06,13859349,208537
GIN,Africa,Guinea,2022-12-04,13859349,223977
GIN,Africa,Guinea,2023-02-12,13859349,277841
GIN,Africa,Guinea,2023-02-26,13859349,301143
GIN,Africa,Guinea,2023-03-12,13859349,302265
GIN,Africa,Guinea,2023-03-19,13859349,302483
GIN,Africa,Guinea,2023-04-02,13859349,302545
GIN,Africa,Guinea,2023-09-24,13859349,425378
GNB,Africa,Guinea-Bissau,2022-04-24,2105580,20
GNB,Africa,Guinea-Bissau,2022-06-05,2105580,81
GNB,Africa,Guinea-Bissau,2022-06-19,2105580,179
GNB,Africa,Guinea-Bissau,2022-06-26,2105580,304
GNB,Africa,Guinea-Bissau,2022-07-10,2105580,745
GNB,Africa,Guinea-Bissau,2022-08-14,2105580,745
GNB,Africa,Guinea-Bissau,2023-02-12,2105580,940
GNB,Africa,Guinea-Bissau,2023-03-05,2105580,962
GNB,Africa,Guinea-Bissau,2023-03-12,2105580,962
GNB,Africa,Guinea-Bissau,2023-03-19,2105580,962
GNB,Africa,Guinea-Bissau,2023-03-26,2105580,2025
GNB,Africa,Guinea-Bissau,2023-05-21,2105580,48801
GNB,Africa,Guinea-Bissau,2023-06-04,2105580,48801
GNB,Africa,Guinea-Bissau,2023-10-15,2105580,76359
KEN,Africa,Kenya,2021-12-30,54027484,5280
KEN,Africa,Kenya,2022-01-01,54027484,13215
KEN,Africa,Kenya,2022-01-02,54027484,13218
KEN,Africa,Kenya,2022-01-03,54027484,17933
KEN,Africa,Kenya,2022-01-04,54027484,23939
KEN,Africa,Kenya,2022-01-05,54027484,30572
KEN,Africa,Kenya,2022-01-06,54027484,40120
KEN,Africa,Kenya,2022-01-07,54027484,49343
KEN,Africa,Kenya,2022-01-08,54027484,51226
KEN,Africa,Kenya,2022-01-09,54027484,51971
KEN,Africa,Kenya,2022-01-10,54027484,59712
KEN,Africa,Kenya,2022-01-11,54027484,67002
KEN,Africa,Kenya,2022-01-12,54027484,74374
KEN,Africa,Kenya,2022-01-18,54027484,94941
KEN,Africa,Kenya,2022-01-20,54027484,104890
KEN,Africa,Kenya,2022-01-21,54027484,109450
KEN,Africa,Kenya,2022-01-22,54027484,114007
KEN,Africa,Kenya,2022-01-23,54027484,115058
KEN,Africa,Kenya,2022-01-24,54027484,115407
KEN,Africa,Kenya,2022-01-25,54027484,118969
KEN,Africa,Kenya,2022-01-26,54027484,123274
KEN,Africa,Kenya,2022-01-27,54027484,127149
KEN,Africa,Kenya,2022-01-28,54027484,131383
KEN,Africa,Kenya,2022-01-29,54027484,137031
KEN,Africa,Kenya,2022-01-30,54027484,141066
KEN,Africa,Kenya,2022-01-31,54027484,148697
KEN,Africa,Kenya,2022-02-01,54027484,155436
KEN,Africa,Kenya,2022-02-02,54027484,162196
KEN,Africa,Kenya,2022-02-03,54027484,169340
KEN,Africa,Kenya,2022-02-04,54027484,176318
KEN,Africa,Kenya,2022-02-05,54027484,183382
KEN,Africa,Kenya,2022-02-06,54027484,187517
KEN,Africa,Kenya,2022-02-07,54027484,193591
KEN,Africa,Kenya,2022-02-08,54027484,198066
KEN,Africa,Kenya,2022-02-09,54027484,203228
KEN,Africa,Kenya,2022-02-10,54027484,208818
KEN,Africa,Kenya,2022-02-11,54027484,214662
KEN,Africa,Kenya,2022-02-12,54027484,220381
KEN,Africa,Kenya,2022-02-13,54027484,223685
KEN,Africa,Kenya,2022-02-16,54027484,237303
KEN,Africa,Kenya,2022-02-17,54027484,239191
KEN,Africa,Kenya,2022-02-19,54027484,241097
KEN,Africa,Kenya,2022-02-20,54027484,241233
KEN,Africa,Kenya,2022-02-21,54027484,242801
KEN,Africa,Kenya,2022-02-22,54027484,244391
KEN,Africa,Kenya,2022-02-24,54027484,248337
KEN,Africa,Kenya,2022-02-25,54027484,250480
KEN,Africa,Kenya,2022-02-26,54027484,251409
KEN,Africa,Kenya,2022-02-27,54027484,252452
KEN,Africa,Kenya,2022-02-28,54027484,254335
KEN,Africa,Kenya,2022-03-01,54027484,255481
KEN,Africa,Kenya,2022-03-02,54027484,256726
KEN,Africa,Kenya,2022-03-03,54027484,257739
KEN,Africa,Kenya,2022-03-04,54027484,258775
KEN,Africa,Kenya,2022-03-05,54027484,259046
KEN,Africa,Kenya,2022-03-06,54027484,259177
KEN,Africa,Kenya,2022-03-07,54027484,260064
KEN,Africa,Kenya,2022-03-10,54027484,262831
KEN,Africa,Kenya,2022-03-11,54027484,263765
KEN,Africa,Kenya,2022-03-12,54027484,263988
KEN,Africa,Kenya,2022-03-13,54027484,264172
KEN,Africa,Kenya,2022-03-14,54027484,265023
KEN,Africa,Kenya,2022-03-17,54027484,267991
KEN,Africa,Kenya,2022-03-18,54027484,268516
KEN,Africa,Kenya,2022-03-19,54027484,268625
KEN,Africa,Kenya,2022-03-24,54027484,268625
KEN,Africa,Kenya,2022-04-07,54027484,285700
KEN,Africa,Kenya,2022-04-26,54027484,294769
KEN,Africa,Kenya,2022-05-01,54027484,296768
KEN,Africa,Kenya,2022-05-08,54027484,304280
KEN,Africa,Kenya,2022-05-15,54027484,310893
KEN,Africa,Kenya,2022-05-22,54027484,312678
KEN,Africa,Kenya,2022-05-29,54027484,327109
KEN,Africa,Kenya,2022-06-05,54027484,335015
KEN,Africa,Kenya,2022-06-19,54027484,376018
KEN,Africa,Kenya,2022-08-21,54027484,1072585
KEN,Africa,Kenya,2022-09-04,54027484,1568659
KEN,Africa,Kenya,2022-09-11,54027484,1568659
KEN,Africa,Kenya,2022-09-25,54027484,1568659
KEN,Africa,Kenya,2022-10-23,54027484,1568659
KEN,Africa,Kenya,2022-10-30,54027484,1568659
KEN,Africa,Kenya,2022-11-13,54027484,1602774
KEN,Africa,Kenya,2022-11-20,54027484,1638279
KEN,Africa,Kenya,2022-12-04,54027484,1692282
KEN,Africa,Kenya,2022-12-18,54027484,1756954
KEN,Africa,Kenya,2023-01-08,54027484,1782416
KEN,Africa,Kenya,2023-02-05,54027484,1782416
KEN,Africa,Kenya,2023-02-19,54027484,1890699
KEN,Africa,Kenya,2023-04-02,54027484,2000636
LSO,Africa,Lesotho,2022-06-26,2305826,26447
LSO,Africa,Lesotho,2022-07-10,2305826,26459
LSO,Africa,Lesotho,2022-07-17,2305826,43417
LSO,Africa,Lesotho,2022-11-20,2305826,126059
LSO,Africa,Lesotho,2022-11-27,2305826,131029
LSO,Africa,Lesotho,2022-12-04,2305826,134662
LSO,Africa,Lesotho,2022-12-11,2305826,137883
LSO,Africa,Lesotho,2023-02-05,2305826,161806
LSO,Africa,Lesotho,2023-02-19,2305826,167263
